CaseNumber,IUCR,Description,LocationDescription,Arrest,District,CommunityArea,UpdatedOn,Latitude,Longitude,Date,Time,Year,Month,Day
JF390005,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-01-03 15:40:27,41.8536,-87.7115,2022-09-09,21:30:00,2022,9,9
JF390222,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,4,52,2023-01-03 15:40:27,41.7204,-87.5389,2022-09-10,02:00:00,2022,9,10
JF390336,460.0,SIMPLE,SIDEWALK,0,10,30,2023-01-03 15:40:27,41.8457,-87.7343,2022-09-10,07:05:00,2022,9,10
JF390446,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,75,2023-01-03 15:40:27,41.6911,-87.6836,2022-09-10,09:30:00,2022,9,10
JF390355,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,71,2023-01-03 15:40:27,41.7319,-87.6386,2022-09-10,07:00:00,2022,9,10
JF389911,495.0,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,0,11,23,2023-01-03 15:40:27,41.9018,-87.7251,2022-09-09,17:35:00,2022,9,9
JF390487,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,6,49,2023-01-03 15:40:27,41.7263,-87.6288,2022-09-10,10:14:00,2022,9,10
JF390517,460.0,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,6,69,2023-01-03 15:40:27,41.7562,-87.6347,2022-09-10,03:00:00,2022,9,10
JF390365,460.0,SIMPLE,SIDEWALK,0,7,67,2023-01-03 15:40:27,41.7897,-87.6669,2022-09-10,07:55:00,2022,9,10
JF390664,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,10,30,2023-01-03 15:40:27,41.8475,-87.7088,2022-09-10,12:20:00,2022,9,10
JF390710,460.0,SIMPLE,APARTMENT,1,2,38,2023-01-03 15:40:27,41.8034,-87.6227,2022-09-10,00:00:00,2022,9,10
JF390821,460.0,SIMPLE,SIDEWALK,0,18,8,2023-01-03 15:40:27,41.892,-87.6115,2022-09-04,20:00:00,2022,9,4
JF390885,460.0,SIMPLE,OTHER (SPECIFY),0,18,8,2023-01-03 15:40:27,41.8933,-87.6292,2022-09-10,16:06:00,2022,9,10
JF390940,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,25,25,2023-01-03 15:40:27,41.9085,-87.7659,2022-09-10,16:22:00,2022,9,10
JF390789,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,51,2023-01-03 15:40:27,41.713,-87.5511,2022-09-10,14:00:00,2022,9,10
JF390814,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,67,2023-01-03 15:40:27,41.7842,-87.6668,2022-09-10,15:19:00,2022,9,10
JF390929,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - GARAGE,0,25,19,2023-01-03 15:40:27,41.9337,-87.7688,2022-09-10,16:13:00,2022,9,10
JF390876,460.0,SIMPLE,STREET,0,10,29,2023-01-03 15:40:27,41.8656,-87.7178,2022-09-10,14:30:00,2022,9,10
JF391055,486.0,DOMESTIC BATTERY SIMPLE,STREET,1,19,6,2023-01-03 15:40:27,41.9403,-87.6444,2022-09-10,18:15:00,2022,9,10
JF389905,460.0,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,8,58,2023-01-03 15:40:27,41.8103,-87.7104,2022-09-09,19:44:00,2022,9,9
JF391053,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,SIDEWALK,1,5,54,2023-04-11 15:40:20,41.6579,-87.6034,2022-09-10,14:55:00,2022,9,10
JF391233,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,10,29,2023-01-03 15:40:27,41.8538,-87.7151,2022-09-10,20:15:00,2022,9,10
JF391080,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,11,23,2023-01-03 15:40:27,41.8924,-87.7211,2022-09-10,18:45:00,2022,9,10
JF391299,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,10,29,2023-01-03 15:40:27,41.8508,-87.7312,2022-09-10,22:15:00,2022,9,10
JF391311,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-01-03 15:40:27,41.849,-87.7323,2022-09-10,23:40:00,2022,9,10
JF391265,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-01-03 15:40:27,41.7471,-87.6075,2022-09-10,22:00:00,2022,9,10
JF391402,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,17,16,2023-01-03 15:40:27,41.9543,-87.7276,2022-09-11,02:14:00,2022,9,11
JF391331,486.0,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,1,35,2023-01-03 15:40:27,41.8419,-87.6287,2022-09-10,00:00:00,2022,9,10
JF391207,461.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,1,10,30,2023-01-03 15:40:27,41.8541,-87.6943,2022-09-10,20:45:00,2022,9,10
JF391632,460.0,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,5,49,2023-01-03 15:40:27,41.7028,-87.6282,2022-09-11,08:00:00,2022,9,11
JF391726,460.0,SIMPLE,RESIDENCE,0,2,35,2023-01-03 15:40:27,41.8323,-87.611,2022-09-11,10:40:00,2022,9,11
JF391734,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,11,27,2023-01-03 15:40:27,41.8709,-87.7115,2022-09-10,17:00:00,2022,9,10
JF391689,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-01-03 15:40:27,41.8836,-87.7071,2022-09-11,10:00:00,2022,9,11
JF391768,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,5,2023-01-03 15:40:27,41.9328,-87.6813,2022-08-26,18:10:00,2022,8,26
JF390522,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2023-01-03 15:40:27,41.8595,-87.6439,2022-09-10,07:00:00,2022,9,10
JF391910,460.0,SIMPLE,GROCERY FOOD STORE,0,22,75,2023-01-03 15:40:27,41.6804,-87.6624,2022-09-11,11:30:00,2022,9,11
JF391557,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,63,2023-01-03 15:40:27,41.7934,-87.7088,2022-09-11,06:02:00,2022,9,11
JF391975,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,19,2023-01-03 15:40:27,41.931,-87.7826,2022-09-11,14:00:00,2022,9,11
JF392179,460.0,SIMPLE,STREET,0,2,38,2023-01-03 15:40:27,41.8208,-87.6098,2022-09-11,18:00:00,2022,9,11
JF392297,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,0,25,19,2023-01-03 15:40:27,41.9192,-87.7462,2022-09-11,19:30:00,2022,9,11
JF392285,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,71,2023-01-03 15:40:27,41.7563,-87.6775,2022-09-11,17:55:00,2022,9,11
JF392380,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,16,15,2023-01-03 15:40:27,41.959,-87.7794,2022-09-11,21:44:00,2022,9,11
JF392349,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,1,10,30,2023-01-03 15:40:27,41.8406,-87.7049,2022-09-11,20:46:00,2022,9,11
JF392395,460.0,SIMPLE,RESTAURANT,1,5,50,2023-01-03 15:40:27,41.6932,-87.599,2022-09-11,22:04:00,2022,9,11
JF392022,460.0,SIMPLE,SIDEWALK,0,18,8,2023-01-03 15:40:27,41.8944,-87.6297,2022-09-11,15:37:00,2022,9,11
JF391420,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,3,69,2023-01-03 15:40:27,41.7778,-87.6156,2022-09-11,01:30:00,2022,9,11
JF392468,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,1,5,49,2023-01-03 15:40:27,41.6926,-87.6244,2022-09-12,00:30:00,2022,9,12
JF392479,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,51,2023-01-03 15:40:27,41.7081,-87.565,2022-09-12,00:32:00,2022,9,12
JF392410,460.0,SIMPLE,CTA TRAIN,0,18,8,2023-01-03 15:40:27,41.9068,-87.6315,2022-09-11,21:30:00,2022,9,11
JF392476,460.0,SIMPLE,BAR OR TAVERN,1,18,8,2023-01-03 15:40:27,41.8932,-87.6203,2022-09-12,00:38:00,2022,9,12
JF391461,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,8,66,2023-01-03 15:40:27,41.7865,-87.6884,2022-09-11,03:49:00,2022,9,11
JF392447,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,9,2023-01-03 15:40:27,41.9994,-87.8117,2022-09-11,23:37:00,2022,9,11
JF392637,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8884,-87.7651,2022-09-12,05:00:00,2022,9,12
JF392036,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,3,43,2023-01-03 15:40:27,41.7709,-87.585,2022-09-11,14:17:00,2022,9,11
JF392972,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,20,2023-01-03 15:40:27,41.9126,-87.7276,2022-09-12,02:00:00,2022,9,12
JF393039,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,2,35,2023-01-03 15:40:27,41.8323,-87.6218,2022-09-12,11:30:00,2022,9,12
JF392688,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,0,6,71,2023-01-03 15:40:27,41.7357,-87.6673,2022-09-12,07:30:00,2022,9,12
JF393080,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,1,32,2023-01-03 15:40:27,41.8859,-87.6325,2022-09-12,12:40:00,2022,9,12
JF393038,486.0,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,0,8,56,2023-01-03 15:40:27,41.792,-87.7982,2022-09-12,12:00:00,2022,9,12
JF392899,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-01-03 15:40:27,41.9928,-87.6785,2022-09-11,03:30:00,2022,9,11
JF393119,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,16,15,2023-01-03 15:40:27,41.9424,-87.7532,2022-09-12,13:08:00,2022,9,12
JF393307,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,8,66,2023-01-03 15:40:27,41.7747,-87.6835,2022-09-12,13:00:00,2022,9,12
JF393400,460.0,SIMPLE,SIDEWALK,0,24,1,2023-01-03 15:40:27,42.004,-87.6681,2022-09-12,16:00:00,2022,9,12
JF393546,460.0,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,6,71,2023-01-03 15:40:27,41.7495,-87.6573,2022-09-12,18:00:00,2022,9,12
JF393681,460.0,SIMPLE,STREET,0,7,67,2023-01-03 15:40:27,41.768,-87.6603,2022-09-12,19:40:00,2022,9,12
JF393691,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,24,2,2023-01-03 15:40:27,42.0036,-87.6974,2022-09-12,15:40:00,2022,9,12
JF393705,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-01-03 15:40:27,41.754,-87.6666,2022-09-12,19:30:00,2022,9,12
JF393695,460.0,SIMPLE,SIDEWALK,0,1,32,2023-01-03 15:40:27,41.8864,-87.6325,2022-09-12,20:10:00,2022,9,12
JF393788,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE - COMMERCIAL,0,5,49,2023-01-03 15:40:27,41.6959,-87.6135,2022-09-12,22:00:00,2022,9,12
JF393875,460.0,SIMPLE,APARTMENT,0,16,15,2023-01-03 15:40:27,41.9502,-87.762,2022-09-13,00:37:00,2022,9,13
JF393857,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,0,4,52,2023-01-03 15:40:27,41.6968,-87.5426,2022-09-12,23:36:00,2022,9,12
JF393894,460.0,SIMPLE,APARTMENT,0,3,69,2023-01-03 15:40:27,41.7651,-87.6092,2022-09-13,00:30:00,2022,9,13
JF393907,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,23,2023-01-03 15:40:27,41.9017,-87.7287,2022-09-13,00:30:00,2022,9,13
JF393879,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,11,27,2023-01-03 15:40:27,41.8796,-87.7122,2022-09-11,11:15:00,2022,9,11
JF393138,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,25,20,2023-01-03 15:40:27,41.9145,-87.724,2022-09-12,11:00:00,2022,9,12
JF393969,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,25,19,2023-01-03 15:40:27,41.9368,-87.7645,2022-09-13,06:20:00,2022,9,13
JF394089,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,14,24,2023-01-03 15:40:27,41.9067,-87.6829,2022-09-12,00:00:00,2022,9,12
JF394165,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8897,-87.7652,2022-09-12,09:00:00,2022,9,12
JF394132,460.0,SIMPLE,SIDEWALK,0,1,32,2023-01-03 15:40:27,41.8872,-87.6245,2022-09-13,09:05:00,2022,9,13
JF394124,460.0,SIMPLE,APARTMENT,0,4,46,2023-01-03 15:40:27,41.7333,-87.547,2022-09-13,06:30:00,2022,9,13
JF394321,460.0,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,18,8,2023-01-03 15:40:27,41.9072,-87.6397,2022-09-12,15:45:00,2022,9,12
JF394242,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,18,8,2023-01-03 15:40:27,41.8993,-87.6197,2022-09-13,08:45:00,2022,9,13
JF394241,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,8,70,2023-01-03 15:40:27,41.7495,-87.7209,2022-09-12,08:26:00,2022,9,12
JF394413,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),0,22,72,2023-01-03 15:40:27,41.7219,-87.6821,2022-09-13,12:30:00,2022,9,13
JF394267,486.0,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,1,2,41,2023-01-03 15:40:27,41.7995,-87.59,2022-09-13,10:50:00,2022,9,13
JF394667,460.0,SIMPLE,STREET,0,15,25,2023-01-03 15:40:27,41.8802,-87.766,2022-09-13,14:45:00,2022,9,13
JF394680,460.0,SIMPLE,STREET,0,25,22,2023-01-03 15:40:27,41.9318,-87.7261,2022-09-13,15:15:00,2022,9,13
JF394672,460.0,SIMPLE,ALLEY,0,3,43,2023-01-03 15:40:27,41.7589,-87.5728,2022-09-11,15:30:00,2022,9,11
JF394722,460.0,SIMPLE,SIDEWALK,0,5,49,2023-01-03 15:40:27,41.6956,-87.6134,2022-09-13,15:45:00,2022,9,13
JF394704,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",CTA TRAIN,0,6,49,2023-01-03 15:40:27,41.7216,-87.6245,2022-08-29,19:00:00,2022,8,29
JF394679,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,8,63,2023-01-03 15:40:27,41.7934,-87.7117,2022-09-13,09:30:00,2022,9,13
JF394120,460.0,SIMPLE,SIDEWALK,0,11,26,2023-01-03 15:40:27,41.8728,-87.7261,2022-09-13,07:18:00,2022,9,13
JF394757,460.0,SIMPLE,CTA TRAIN,0,9,34,2023-01-03 15:40:27,41.8529,-87.6309,2022-09-12,13:30:00,2022,9,12
JF394631,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,18,7,2023-01-03 15:40:27,41.9186,-87.6461,2022-09-07,09:45:00,2022,9,7
JF394868,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,1,19,3,2023-01-03 15:40:27,41.9658,-87.6596,2022-09-13,18:00:00,2022,9,13
JF394944,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,3,2023-01-03 15:40:27,41.9591,-87.6535,2022-09-13,19:08:00,2022,9,13
JF395008,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,0,7,68,2023-01-03 15:40:27,41.7831,-87.6473,2022-09-13,20:28:00,2022,9,13
JF394742,460.0,SIMPLE,CTA TRAIN,0,9,59,2023-01-03 15:40:27,41.8296,-87.6801,2022-09-13,16:35:00,2022,9,13
JF394691,479.0,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,0,4,43,2023-01-03 15:40:27,41.7583,-87.5627,2022-09-13,00:14:00,2022,9,13
JF391235,460.0,SIMPLE,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7697,-87.5888,2022-09-10,21:30:00,2022,9,10
JF395127,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE - PORCH / HALLWAY,0,10,29,2023-01-03 15:40:27,41.8583,-87.72,2022-09-13,23:50:00,2022,9,13
JF388786,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,10,30,2023-01-03 15:40:27,41.8495,-87.7015,2022-09-08,22:49:00,2022,9,8
JF395176,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,28,2023-01-03 15:40:27,41.8818,-87.649,2022-09-14,01:45:00,2022,9,14
JF395095,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,18,8,2023-01-03 15:40:27,41.9065,-87.6388,2022-09-13,22:00:00,2022,9,13
JF395115,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-01-03 15:40:27,41.7538,-87.6405,2022-09-13,23:30:00,2022,9,13
JF395088,460.0,SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8798,-87.773,2022-09-13,01:30:00,2022,9,13
JF395186,460.0,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,6,71,2023-01-03 15:40:27,41.7463,-87.6585,2022-09-14,02:27:00,2022,9,14
JF395003,495.0,AGGRAVATED OF A SENIOR CITIZEN,STREET,0,20,3,2023-01-03 15:40:27,41.9733,-87.6589,2022-09-13,20:30:00,2022,9,13
JF391662,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-09-30 15:41:20,41.7426,-87.6547,2022-09-11,09:23:00,2022,9,11
JF395087,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,25,19,2023-01-03 15:40:27,41.9333,-87.7497,2022-09-13,00:00:00,2022,9,13
JF394390,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-01-03 15:40:27,41.7614,-87.5909,2022-09-13,00:00:00,2022,9,13
JF395423,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,10,29,2023-01-03 15:40:27,41.8604,-87.7079,2022-09-14,08:58:00,2022,9,14
JF395630,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,24,2023-01-03 15:40:27,41.9002,-87.6929,2022-09-14,11:00:00,2022,9,14
JF395488,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,70,2023-01-03 15:40:27,41.7492,-87.6938,2022-09-14,09:30:00,2022,9,14
JF395873,460.0,SIMPLE,STREET,0,1,32,2023-01-03 15:40:27,41.886,-87.6245,2022-09-14,14:10:00,2022,9,14
JF395627,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,1,11,26,2023-01-18 15:40:29,41.8807,-87.7266,2022-09-14,11:16:00,2022,9,14
JF396070,460.0,SIMPLE,STREET,0,24,2,2023-01-03 15:40:27,41.9997,-87.6818,2022-09-13,18:00:00,2022,9,13
JF395948,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,6,44,2023-01-03 15:40:27,41.7409,-87.6061,2022-09-14,13:30:00,2022,9,14
JF395937,460.0,SIMPLE,CTA PLATFORM,0,1,32,2023-01-03 15:40:27,41.8857,-87.6317,2022-09-14,15:10:00,2022,9,14
JF396324,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,6,2023-01-03 15:40:27,41.9529,-87.6465,2022-09-11,10:30:00,2022,9,11
JF396321,460.0,SIMPLE,SMALL RETAIL STORE,1,18,8,2023-01-03 15:40:27,41.8895,-87.6242,2022-09-14,19:00:00,2022,9,14
JF396235,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,45,2023-01-03 15:40:27,41.7523,-87.5955,2022-09-14,17:56:00,2022,9,14
JF396427,460.0,SIMPLE,GAS STATION,0,11,27,2023-01-03 15:40:27,41.8768,-87.7011,2022-09-14,02:00:00,2022,9,14
JF396474,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,4,45,2023-01-03 15:40:27,41.7502,-87.5955,2022-09-14,19:30:00,2022,9,14
JF396451,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,7,68,2023-01-03 15:40:27,41.7797,-87.6505,2022-09-14,21:30:00,2022,9,14
JF396549,460.0,SIMPLE,STREET,0,6,49,2023-01-03 15:40:27,41.7216,-87.6245,2022-09-15,00:00:00,2022,9,15
JF396580,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,19,2023-01-03 15:40:27,41.925,-87.7569,2022-09-14,14:00:00,2022,9,14
JF396469,460.0,SIMPLE,APARTMENT,0,11,26,2023-01-03 15:40:27,41.8796,-87.7366,2022-09-14,23:28:00,2022,9,14
JF396694,460.0,SIMPLE,VEHICLE NON - COMMERCIAL,0,18,8,2023-01-03 15:40:27,41.9031,-87.6322,2022-09-15,01:30:00,2022,9,15
JF396772,460.0,SIMPLE,STREET,0,2,42,2023-01-03 15:40:27,41.7852,-87.606,2022-09-15,08:50:00,2022,9,15
JF395521,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,4,45,2023-01-03 15:40:27,41.7433,-87.5874,2022-09-07,13:30:00,2022,9,7
JF396726,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,4,46,2023-01-03 15:40:27,41.7514,-87.5565,2022-09-15,08:00:00,2022,9,15
JF396716,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-01-03 15:40:27,41.7476,-87.6071,2022-09-15,08:23:00,2022,9,15
JF396814,460.0,SIMPLE,PARK PROPERTY,0,22,75,2023-01-03 15:40:27,41.6876,-87.681,2022-09-14,18:15:00,2022,9,14
JF395786,460.0,SIMPLE,APARTMENT,0,20,3,2023-01-03 15:40:27,41.9703,-87.6577,2022-09-14,00:13:00,2022,9,14
JF396444,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,17,16,2023-01-03 15:40:27,41.9417,-87.7334,2022-09-14,22:04:00,2022,9,14
JF396403,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,VEHICLE NON - COMMERCIAL,0,16,15,2023-01-03 15:40:27,41.9488,-87.7486,2022-09-14,21:00:00,2022,9,14
JF396441,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,1,2023-01-03 15:40:27,42.0155,-87.6791,2022-09-14,22:32:00,2022,9,14
JF396882,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",VEHICLE NON - COMMERCIAL,0,2,39,2023-01-03 15:40:27,41.8145,-87.6045,2022-09-15,10:20:00,2022,9,15
JF397120,460.0,SIMPLE,SIDEWALK,0,6,71,2023-01-03 15:40:27,41.757,-87.6503,2022-07-12,15:00:00,2022,7,12
JF397414,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,11,26,2023-01-03 15:40:27,41.8846,-87.734,2022-09-15,08:35:00,2022,9,15
JF397408,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,9,61,2023-01-03 15:40:27,41.8008,-87.6563,2022-09-13,00:00:00,2022,9,13
JF397234,460.0,SIMPLE,SIDEWALK,0,19,3,2023-01-03 15:40:27,41.9545,-87.6554,2022-09-15,14:56:00,2022,9,15
JF397485,460.0,SIMPLE,SIDEWALK,0,24,77,2023-01-03 15:40:27,41.9918,-87.6614,2022-09-15,00:00:00,2022,9,15
JF396246,460.0,SIMPLE,CTA TRAIN,0,12,28,2023-01-03 15:40:27,41.8856,-87.6515,2022-09-14,16:08:00,2022,9,14
JF397329,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-01-03 15:40:27,41.8824,-87.7555,2022-09-15,16:30:00,2022,9,15
JF397493,460.0,SIMPLE,SIDEWALK,0,19,3,2023-01-03 15:40:27,41.9649,-87.6548,2022-09-15,18:15:00,2022,9,15
JF397519,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,20,2023-01-03 15:40:27,41.9171,-87.7283,2022-09-15,18:44:00,2022,9,15
JF397655,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,73,2023-01-03 15:40:27,41.7138,-87.6357,2022-09-15,21:20:00,2022,9,15
JF397704,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,12,28,2023-01-03 15:40:27,41.8678,-87.6599,2022-09-15,21:26:00,2022,9,15
JF397693,460.0,SIMPLE,SIDEWALK,0,25,25,2023-01-03 15:40:27,41.9094,-87.7631,2022-09-15,21:54:00,2022,9,15
JF397723,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,0,16,17,2023-01-03 15:40:27,41.9384,-87.8337,2022-09-15,20:30:00,2022,9,15
JF397789,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2023-01-03 15:40:27,41.877,-87.7364,2022-09-16,01:00:00,2022,9,16
JF397755,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,1,10,31,2023-01-03 15:40:27,41.8494,-87.6815,2022-09-15,17:30:00,2022,9,15
JF397792,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,10,29,2023-01-03 15:40:27,41.8656,-87.7093,2022-09-16,00:59:00,2022,9,16
JF397552,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,0,5,53,2023-01-03 15:40:27,41.678,-87.6218,2022-09-15,17:00:00,2022,9,15
JF397825,460.0,SIMPLE,STREET,0,18,8,2023-01-03 15:40:27,41.8916,-87.6304,2022-09-16,02:25:00,2022,9,16
JF397868,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-01-03 15:40:27,41.8719,-87.7042,2022-09-16,04:55:00,2022,9,16
JF397625,460.0,SIMPLE,SIDEWALK,0,18,8,2023-01-03 15:40:27,41.9044,-87.6329,2022-09-15,21:00:00,2022,9,15
JF398077,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,8,57,2023-01-03 15:40:27,41.8032,-87.722,2022-09-13,11:10:00,2022,9,13
JF397549,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,23,2023-01-03 15:40:27,41.9039,-87.7263,2022-09-15,16:30:00,2022,9,15
JF398554,460.0,SIMPLE,PARK PROPERTY,0,8,64,2023-01-03 15:40:27,41.776,-87.7522,2022-09-15,16:35:00,2022,9,15
JF398698,486.0,DOMESTIC BATTERY SIMPLE,ALLEY,1,25,19,2023-01-03 15:40:27,41.921,-87.7524,2022-09-16,17:12:00,2022,9,16
